sign,unicode
ninni2,𒆸𒆸
rin₃,𒆸𒆸
rin3,𒆸𒆸
mud₄,𒆸𒌋𒆕
mud4,𒆸𒌋𒆕
buru₁₇,𒇫
buru17,𒇫
guru₂₂,𒇫
guru22,𒇫
gurun₄,𒇫
gurun4,𒇫
a₉,𒆹
a9,𒆹
aʾa₃,𒆹
a'a3,𒆹
abbar,𒆹
abbaraₓ,𒆹
ablal₂,𒆹
ablal2,𒆹
aia₄,𒆹
aia4,𒆹
ambar,𒆹
ambara,𒆹
anbar,𒆹
as₄,𒆹
as4,𒆹
aslum,𒆹
ašte₂,𒆹
aszte2,𒆹
aya₄,𒆹
aya4,𒆹
bugin,𒆹
buniŋ,𒆹
bunin,𒆹
elamkuš₄,𒆹
elamkusz4,𒆹
ellamkuš₄,𒆹
ellamkusz4,𒆹
engurₓ,𒆹
gunin₂,𒆹
gunin2,𒆹
idₓ,𒌓𒋀𒆠
kunin₂,𒆹
kunin2,𒆹
nammaₓ,𒆹
nammuₓ,𒆹
puginₓ,𒆹
sug,𒆹
sugiₓ,𒆹
suk,𒆹
suq,𒆹
šuk₃,𒆹
szuk3,𒆹
umun₁₁,𒆹
umun11,𒆹
zug,𒆹
zuk,𒆹
zuq,𒆹
bugin₂,𒇅
bugin2,𒇅
buniŋ₂,𒇅
buniŋ2,𒇅
bunin₂,𒇅
bunin2,𒇅
bugin₃,𒆹
bugin3,𒆹
bunin₃,𒆹
bunin3,𒆹
bugin₄,𒇦
bugin4,𒇦
bunin₄,𒇦
bunin4,𒇦
bunig₃,𒇉
bunig3,𒇉
buniŋ₃,𒇉
buniŋ3,𒇉
kunin,𒇒
as₄-lum,𒆹𒈝
as4-lum,𒆹𒈝
suluhu₄,𒆹𒈝
suluhu4,𒆹𒈝
sulumhi₄,𒆹𒈝
sulumhi4,𒆹𒈝
zuluhu₄,𒆹𒈝
zuluhu4,𒆹𒈝
inda₂,𒆹𒋻
inda2,𒆹𒋻
edakua₂,𒆺
edakua2,𒆺
agar₃,𒆻
agar3,𒆻
ablal,𒆼
kinbur,𒆼
gala₄,𒆽
gala4,𒆽
kala₄,𒆽
kala4,𒆽
ama₆,𒆾
ama6,𒆾
gigir,𒇀
gigira,𒇀
pu₆,𒇀
pu6,𒇀
tul₈,𒇀
tul8,𒇀
kunin₃,𒇁
kunin3,𒇁
gala₁₁,𒇂
gala11,𒇂
kala₁₀,𒇂
kala10,𒇂
sidug,𒇂
sidugga,𒇂
bara₅,𒇃
bara5,𒇃
para₅,𒇃
para5,𒇃
sidug₂,𒇄
sidug2,𒇄
siduga₂,𒇄
siduga2,𒇄
sidugga₂,𒇄
sidugga2,𒇄
abbarₓ,𒇅
ambarₓ,𒇅
asₓ,𒇅
ašteₓ,𒇅
aszteₓ,𒇅
delen₃,𒇅
delen3,𒇅
delena₃,𒇅
delena3,𒇅
dilim₅,𒇅
dilim5,𒇅
dilin₃,𒇅
dilin3,𒇅
dilina₃,𒇅
dilina3,𒇅
duruna₄,𒇅
duruna4,𒇅
ellamkušₓ,𒇎
ellamkuszₓ,𒇎
guninₓ,𒇅
immindu₂,𒇅
immindu2,𒇅
inda₄,𒇅
inda4,𒇅
ninda₄,𒇅
ninda4,𒇅
nindu,𒇅
ninindu,𒇅
tinur₃,𒇅
tinur3,𒇅
umunₓ,𒇅
zugₓ,𒇅
ʾu₃,𒇆
'u3,𒇆
dabₓ,𒉣
dib₅,𒇆
dib5,𒇆
gana₅,𒇆
gana5,𒇆
ganam₅,𒇆
ganam5,𒇆
šara₄,𒇆
szara4,𒇆
šurim₃,𒇆
szurim3,𒇆
šuru₃,𒇆
szuru3,𒇆
šurum₃,𒇆
szurum3,𒇆
šurun₃,𒇆
szurun3,𒇆
uʾ₃,𒇆
u'3,𒇆
ua,𒇇
waₓ,𒋠𒀸
uʾa,𒇇𒀀
u'a,𒇇𒀀
uʾi,𒇇𒀀
u'i,𒇇𒀀
uʾu,𒇇𒀀
u'u,𒇇𒀀
usduha,𒇆𒇻𒄭𒀀
uzduha,𒇆𒇻𒄭𒀀
dibₓ,𒋠𒀸
gana₄,𒇇
gana4,𒇇
ganam₄,𒇇
ganam4,𒇇
gayayu,𒇇
lahar,𒇇
lahraₓ,𒇇
lahru,𒇇
lahrum,𒇇
šerba,𒇇
szerba,𒇇
šurim,𒇇
szurim,𒇇
šuru,𒇇
szuru,𒇇
šurum,𒇇
szurum,𒇇
šurun,𒇇
szurun,𒇇
u₈,𒇇
u8,𒇇
us₅,𒇇
us5,𒇇
uz₅,𒇇
uz5,𒇇
elamkuš₃,𒇈
elamkusz3,𒇈
ellamkuš₃,𒇈
ellamkusz3,𒇈
angur,𒇉
engur,𒇉
gilugu,𒇉
gur₂₂,𒇉
gur22,𒇉
eₓ,𒉿
i₈,𒇉
i8,𒇉
id₃,𒇉
id3,𒇉
lammu₆,𒇉
lammu6,𒇉
namma,𒇉
nammu,𒇉
zigum,𒇉
zikum,𒇉
zikumuₓ,𒇉
umun₆,𒇊
umun6,𒇊
bun,𒇌
delen,𒇌
delena,𒇌
dilim,𒇌
dilim₃,𒇌
dilim3,𒇌
dilin,𒇌
dilina,𒇌
duruna₂,𒇌
duruna2,𒇌
elamkuš,𒇌
elamkusz,𒇌
ellamkuš,𒇌
ellamkusz,𒇌
ilamma,𒇌
illamma,𒇌
immindu,𒇌
inda₅,𒇌
inda5,𒇌
ninda₃,𒇌
ninda3,𒇌
nindu₂,𒇌
nindu2,𒇌
ninindu₂,𒇌
ninindu2,𒇌
tinur,𒇌
tinuru,𒇌
tunur,𒇌
ellamkuš₅,𒇍
ellamkusz5,𒇍
elamkušₓ,𒇎
elamkuszₓ,𒇎
gala₅,𒇏
gala5,𒇏
kala₅,𒇏
kala5,𒇏
ablalₓ,𒇐
gukin,𒇐
udda,𒇐
dagrim,𒇑
dagrin,𒇑
garim,𒇑
garin,𒇑
ŋarim,𒇑
ŋarin,𒇑
tagrimₓ,𒇑
tagrinₓ,𒇑
tarim,𒇑
esir₂,𒇒
esir2,𒇒
šukumₓ,𒇒
szukumₓ,𒇒
esirha,𒇓
esirhia,𒇓
gigir₃,𒇕
gigir3,𒇕
akan₃,𒇖
akan3,𒇖
akkan₃,𒇖
akkan3,𒇖
elamkuš₂,𒇖
elamkusz2,𒇖
ellamkuš₂,𒇖
ellamkusz2,𒇖
bara₉,𒇗
bara9,𒇗
irib₂,𒇗
irib2,𒇗
para₉,𒇗
para9,𒇗
bara₆,𒇙
bara6,𒇙
men₄,𒇙
men4,𒇙
para₆,𒇙
para6,𒇙
muššagana,𒇚
muszszagana,𒇚
udub,𒇛
agar₂,𒇋
agar2,𒇋
bara₇,𒇋
bara7,𒇋
immaₓ,𒇋
para₇,𒇋
para7,𒇋
šara₂,𒇋
szara2,𒇋
bu₁₄,𒇡
bu14,𒇡
bul₅,𒇡
bul5,𒇡
buru₁₆,𒇡
buru16,𒇡
sar₆,𒇡
sar6,𒇡
sur₈,𒇡
sur8,𒇡
šerim₂,𒇡
szerim2,𒇡
ṣar,𒇡
"s,ar",𒇡
ṣara,𒇡
"s,ara",𒇡
zal₂,𒇡
zal2,𒇡
zar,𒇡
zara,𒇡
zarih,𒇡
zarim,𒇡
zur₄,𒇡
zur4,𒇡
šerimsur,𒇜
szerimsur,𒇜
šerinsur,𒇜
szerinsur,𒇜
zar₇,𒇜
zar7,𒇜
me₉,𒇞
me9,𒇞
muššagana₂,𒇞
muszszagana2,𒇞
sagdudu,𒇞
sagduduₓ,𒇞
šu₅,𒇟
szu5,𒇟
šuš₅,𒇟
szusz5,𒇟
šu₆,𒇠
szu6,𒇠
šuš₆,𒇠
szusz6,𒇠
sidugaₓ,𒇢
sidugga₃,𒇢
sidugga3,𒇢
bara₈,𒇣
bara8,𒇣
ninmuš,𒇣
ninmusz,𒇣
para₈,𒇣
para8,𒇣
šara₃,𒇣
szara3,𒇣
šuru₂,𒇣
szuru2,𒇣
šurun₂,𒇣
szurun2,𒇣
šedur,𒇤
szedur,𒇤
bu₄,𒇥
bu4,𒇥
bu₆,𒇥
bu6,𒇥
dul₂,𒇥
dul2,𒇥
gala₃,𒇥
gala3,𒇥
gigir₂,𒇥
gigir2,𒇥
gigira₂,𒇥
gigira2,𒇥
hab₂,𒇥
hab2,𒇥
hap₂,𒇥
hap2,𒇥
kala₃,𒇥
kala3,𒇥
pu₂,𒇥
pu2,𒇥
tukurₓ,𒇥
tul₂,𒇥
tul2,𒇥
ṭul,𒇥
"t,ul",𒇥
ub₄,𒇥
ub4,𒇥
ablal₃,𒇦
ablal3,𒇦
amah,𒇦
humuh,𒇦
umah,𒇦
umuh,𒇦
umun₅,𒇦
umun5,𒇦
bu₅,𒇧
bu5,𒇧
bul,𒇧
bur₁₀,𒇧
bur10,𒇧
nenna₂,𒇧
nenna2,𒇧
nenni₂,𒇧
nenni2,𒇧
ninna₂,𒇧
ninna2,𒇧
ninni₄,𒇧
ninni4,𒇧
ninnim₄,𒇧
ninnim4,𒇧
ninnuₓ,𒇧
nussu,𒇧
pul,𒇧
tu₁₃,𒇧
tu13,𒇧
tug₄,𒇧
tug4,𒇧
tuk₄,𒇧
tuk4,𒇧
tuku₄,𒇧
tuku4,𒇧
zansur,𒇧
bu₅-bu₅,𒇧𒇧
bu5-bu5,𒇧𒇧
bubuₓ,𒇧𒇧
bubbu,𒇧𒇧
nenna,𒇧𒇧
nenni,𒇧𒇧
nin₇,𒇧𒇧
nin7,𒇧𒇧
ninna,𒇧𒇧
ninnu₂,𒇧𒇧
ninnu2,𒇧𒇧
tutke,𒇧𒇧
tutki,𒇧𒇧
tutku,𒇧𒇧
ugra,𒇨
ugri,𒇨
ušera,𒇨
uszera,𒇨
ušeri,𒇨
uszeri,𒇨
umun₁₂,𒇩
umun12,𒇩
umuna₁₂,𒇩
umuna12,𒇩
nigin₁₁,𒇪
nigin11,𒇪
niŋin₁₁,𒇪
niŋin11,𒇪
lagal,𒇬
lagar,𒇬
nagal,𒇬
su₇,𒇭
su7,𒇭
sug₈,𒇭
sug8,𒇭
sul₄,𒇭
sul4,𒇭
sur₁₂,𒇭
sur12,𒇭
sura₁₂,𒇭
sura12,𒇭
...bun,𒇮
lugud₄,𒇮
lugud4,𒇮
suhirim,𒇮
suhirin,𒇮
du₆,𒇯
du6,𒇯
dul₆,𒇯
dul6,𒇯
til₂,𒇯
til2,𒇯
tu₂₁,𒇯
tu21,𒇯
tul₅,𒇯
tul5,𒇯
ṭul₃,𒇯
"t,ul3",𒇯
e₁₁,𒇯𒁺
e11,𒇯𒁺
ed₃,𒇯𒁺
ed3,𒇯𒁺
gigir₄,𒇯𒁺
gigir4,𒇯𒁺
e₁₂,𒇯𒁽
e12,𒇯𒁽
ed₄,𒇯𒁽
ed4,𒇯𒁽
sumunda,𒇰
šumunₓ,𒇰
szumunₓ,𒇰
šumunda,𒇰
szumunda,𒇰
kidₓ,𒔋
silaₓ,𒋃
tugₓ,𒔉
gamurₓ,𒔊
la₂,𒇲
la2,𒇲
lal,𒇲
luₓ,𒇲
sur₅,𒇲
sur5,𒇲
suru₅,𒇲
suru5,𒇲
šurₓ,𒇲
szurₓ,𒇲
zur₅,𒇲
zur5,𒇲
zuru₅,𒇲
zuru5,𒇲
laʾu₇,𒇲𒆕
la'u7,𒇲𒆕
lalʾu₇,𒇲𒆕
lal'u7,𒇲𒆕
nanga₂,𒇲𒆸
nanga2,𒇲𒆸
nigin₇,𒇲𒆸
nigin7,𒇲𒆸
nimem₃,𒇲𒆸
nimem3,𒇲𒆸
šur₅,𒇲𒆸
szur5,𒇲𒆸
usar₄,𒇲𒆸
usar4,𒇲𒆸
usur₄,𒇲𒆸
usur4,𒇲𒆸
ušar₄,𒇲𒆸
uszar4,𒇲𒆸
ušur₄,𒇲𒆸
uszur4,𒇲𒆸
laʾu₆,𒇲𒉌
la'u6,𒇲𒉌
lalʾu₆,𒇲𒉌
lal'u6,𒇲𒉌
nanga₄,𒇲𒊬
nanga4,𒇲𒊬
nigin₉,𒇲𒊬
nigin9,𒇲𒊬
niŋin₉,𒇲𒊬
niŋin9,𒇲𒊬
nimen₅,𒇲𒊬
nimen5,𒇲𒊬
usar₂,𒇲𒊬
usar2,𒇲𒊬
ušar₂,𒇲𒊬
uszar2,𒇲𒊬
ušur₂,𒇲𒊬
uszur2,𒇲𒊬
kurnun,𒇳
la₅,𒇳
la5,𒇳
laʾu,𒇳
la'u,𒇳
lal-lal,𒇳
lal₂,𒇳
lal2,𒇳
lalʾu,𒇳
lal'u,𒇳
lalla,𒇳
lallal,𒇳
papnun,𒇳
laʾu₅,𒇳𒀀
la'u5,𒇳𒀀
lalʾu₅,𒇳𒀀
lal'u5,𒇳𒀀
uku₅,𒇳𒁺𒁺
uku5,𒇳𒁺𒁺
ukur₄,𒇳𒁺𒁺
ukur4,𒇳𒁺𒁺
halba₄,𒇳𒄬
halba4,𒇳𒄬
halbi₄,𒇳𒄬
halbi4,𒇳𒄬
halbu₄,𒇳𒄬
halbu4,𒇳𒄬
halpiₓ,𒇳𒄬
halpiaₓ,𒇳𒄬
nanga,𒇳𒆸
nigin₅,𒇳𒆸
nigin5,𒇳𒆸
niŋin₅,𒇳𒆸
niŋin5,𒇳𒆸
nimen,𒇳𒆸
šur₆,𒇳𒆸
szur6,𒇳𒆸
usar₃,𒇳𒆸
usar3,𒇳𒆸
ušar₃,𒇳𒆸
uszar3,𒇳𒆸
ušur₃,𒇳𒆸
uszur3,𒇳𒆸
ušurₓ,𒇳𒌆
uszurₓ,𒇳𒌆
laʾu₈,𒇳𒌋
la'u8,𒇳𒌋
lalʾu₈,𒇳𒌋
lal'u8,𒇳𒌋
halpi,𒇳𒍇
halpia,𒇳𒍇
halba₅,𒇳𒍇
halba5,𒇳𒍇
halpa,𒇳𒍇
halbi₅,𒇳𒍇
halbi5,𒇳𒍇
halbu₅,𒇳𒍇
halbu5,𒇳𒍇
uku₂,𒇳𒁺
uku2,𒇳𒁺
ukur₃,𒇳𒁺
ukur3,𒇳𒁺
laʾu₄,𒇳𒆕
la'u4,𒇳𒆕
lalʾu₄,𒇳𒆕
lal'u4,𒇳𒆕
laʾu₃,𒇳𒉌
la'u3,𒇳𒉌
lalʾu₃,𒇳𒉌
lal'u3,𒇳𒉌
nanga₃,𒇳𒊬
nanga3,𒇳𒊬
nigin₈,𒇳𒊬
nigin8,𒇳𒊬
niŋin₈,𒇳𒊬
niŋin8,𒇳𒊬
nimen₄,𒇳𒊬
nimen4,𒇳𒊬
šur₄,𒇳𒊬
szur4,𒇳𒊬
usar,𒇳𒊬
usur,𒇳𒊬
ušar,𒇳𒊬
uszar,𒇳𒊬
ušur,𒇳𒊬
uszur,𒇳𒊬
ešₓ,𒇴
eszₓ,𒇴
la₁₂,𒇴
la12,𒇴
lam,𒇴
lama,𒇴
lammaₓ,𒇴
lim₃,𒇴
lim3,𒇴
lugₓ,𒈜
arad₃,𒇵
arad3,𒇵
eš₂₂,𒇵
esz22,𒇵
ešuₓ,𒇵
eszuₓ,𒇵
iš₁₁,𒇵
isz11,𒇵
lam₇,𒇵
lam7,𒇵
arata,𒇶
aratta,𒇶
araṭa,𒇶
"arat,a",𒇶
šuripak₂,𒇶
szuripak2,𒇶
šurippak₂,𒇶
szurippak2,𒇶
šurupak₂,𒇶
szurupak2,𒇶
šuruppak₂,𒇶
szuruppak2,𒇶
šubaₓ,𒍝𒀭𒈽
szubaₓ,𒍝𒀭𒈽
en₃,𒇷
en3,𒇷
gub₂,𒇷
gub2,𒇷
gup₂,𒇷
gup2,𒇷
le,𒇷
li,𒇷
ni₈,𒇷
ni8,𒇷
nu₉,𒇷
nu9,𒇷
en₈,𒊭
en8,𒊭
li₅,𒊭
li5,𒊭
il₉,𒇸
il9,𒇸
lil,𒇸
4(diš)@v,𒐼
4(disz)@v,𒐼
4(diš@c)@v,𒐼
4(disz@c)@v,𒐼
lammu,𒐼
limmu,𒐼
limu,𒐼
4(diš)@v~b,𒇹
4(disz)@v~b,𒇹
4(diš@c)@v~b,𒇹
4(disz@c)@v~b,𒇹
arba,𒇹
arrap,𒇹
erba,𒇹
erbe,𒇹
lam₄,𒇹
lam4,𒇹
lammu₂,𒇹
lammu2,𒇹
lim₂,𒇹
lim2,𒇹
limmu₂,𒇹
limmu2,𒇹
limu₂,𒇹
limu2,𒇹
4(diš@v),𒐿
4(disz@v),𒐿
4(diš@v@c),𒐿
4(disz@v@c),𒐿
limmuₓ,𒐿
del₂,𒇺
del2,𒇺
dili₂,𒇺
dili2,𒇺
dilim₂,𒇺
dilim2,𒇺
li₁₂,𒇺
li12,𒇺
lih₄,𒇺
lih4,𒇺
lis,𒇺
liš,𒇺
lisz,𒇺
liz,𒇺
mal₄,𒇺
mal4,𒇺
eze,𒇻
lu,𒇻
lug,𒇻
si₆,𒇻
si6,𒇻
udu,𒇻
zarah₂,𒇻𒆠𒆕
zarah2,𒇻𒆠𒆕
šimašgi,𒇻𒋢
szimaszgi,𒇻𒋢
šimaški,𒇻𒋢
szimaszki,𒇻𒋢
šimašgi₂,𒇻𒋢𒀀
szimaszgi2,𒇻𒋢𒀀
šimaški₂,𒇻𒋢𒀀
szimaszki2,𒇻𒋢𒀀
ad₃,𒇼
ad3,𒇼
adda₂,𒇼
adda2,𒇼
addaₓ,𒍞
lu₂,𒇽
lu2,𒇽
na₆,𒇽
na6,𒇽
ruh₂,𒇽
ruh2,𒇽
ša₁₁,𒇽
sza11,𒇽
šagaₓ,𒇽
szagaₓ,𒇽
šaŋaₓ,𒇽
szaŋaₓ,𒇽
inbir₂,𒇽
inbir2,𒇽
gal₁₀,𒇽𒁹
gal10,𒇽𒁹
daparaₓ,𒈔
daparu,𒇽𒈨𒂗
saparu,𒇽𒈨𒂗
kapara₃,𒈔
kapara3,𒈔
pagra₃,𒈔
pagra3,𒈔
dubal₅,𒇾
dubal5,𒇾
ad₆,𒇿
ad6,𒇿
adaₓ,𒇿
adda,𒇿
at₆,𒇿
at6,𒇿
ereₓ,𒈀
ešela,𒈀𒇲
eszela,𒈀𒇲
ešelal,𒈀𒇲
eszelal,𒈀𒇲
...id,𒈀𒇲
er₁₃,𒈁
er13,𒈁
ere₁₃,𒈁
ere13,𒈁
eri₁₃,𒈁
eri13,𒈁
ir₁₃,𒈁
ir13,𒈁
heš₅,𒈂
hesz5,𒈂
šaga,𒈂
szaga,𒈂
šaŋa,𒈂
szaŋa,𒈂
še₂₉,𒈂
sze29,𒈂
kama₅,𒈃
kama5,𒈃
...AŠ,𒈏
...ASZ,𒈏
dubal₃,𒈅
dubal3,𒈅
dubal₄,𒈅
dubal4,𒈅
zanabal₂,𒈇
zanabal2,𒈇
dubal₆,𒈈
dubal6,𒈈
gurud₂,𒈈
gurud2,𒈈
zanabal,𒈉
dinig₃,𒈊
dinig3,𒈊
ešlug,𒈊
eszlug,𒈊
har₃,𒈊
har3,𒈊
hara₃,𒈊
hara3,𒈊
tešlug,𒈊
teszlug,𒈊
/tešlug/,𒈊
/teszlug/,𒈊
dinig₂,𒈋
dinig2,𒈋
du₁₄,𒈌
du14,𒈌
...tallu,𒈍
zanabal₃,𒈎
zanabal3,𒈎
ašlag₇,𒈐
aszlag7,𒈐
azalag₇,𒈐
azalag7,𒈐
azlag₇,𒈐
azlag7,𒈐
dubal₇,𒈐
dubal7,𒈐
adamin,𒈓
adamen,𒈓
enbir,𒈓
gigam,𒈓
gingam,𒈓
inbir,𒈓
pagraₓ,𒈓
urbigu₃,𒈓
urbigu3,𒈓
urbingu₃,𒈓
urbingu3,𒈓
/ad/,𒈕
ad₇,𒈕
ad7,𒈕
dim₃,𒈕
dim3,𒈕
ri₉,𒈕
ri9,𒈕
rin₅,𒈕
rin5,𒈕
ug₈,𒈕
ug8,𒈕
kama₆,𒈕
kama6,𒈕
kamat,𒈕
lugam,𒈕
lil₈,𒈑
lil8,𒈑
gadₓ,𒈖
gar₅,𒈖
gar5,𒈖
gug₂,𒈖
gug2,𒈖
kuk₂,𒈖
kuk2,𒈖
lu₃,𒈖
lu3,𒈖
titab₂,𒁈𒉽𒉽
titab2,𒁈𒉽𒉽
bara₂-munu₅,𒁈𒉽𒉽
bara2-munu5,𒁈𒉽𒉽
titab,𒁈𒉽𒉽
nūr-ili,𒍂
šarru,𒈗
szarru,𒈗
bišeba,𒈗
biszeba,𒈗
bišebi,𒈗
biszebi,𒈗
haniš₂,𒈗
hanisz2,𒈗
kaššeba,𒈗
kaszszeba,𒈗
kaššebi,𒈗
kaszszebi,𒈗
lillan,𒈗
lillia,𒈗
lugal,𒈗
lugala,𒈗
nurra,𒈗
rab₃,𒈗
rab3,𒈗
sag₄,𒈗
sag4,𒈗
saŋ₄,𒈗
saŋ4,𒈗
šar₃,𒈗
szar3,𒈗
šaraₓ,𒌓𒊬
szaraₓ,𒌓𒊬
šarra,𒈗
szarra,𒈗
šarrum,𒈗
szarrum,𒈗
šugur,𒈗
szugur,𒈗
dimₓ,𒈚
dim₉,𒈗𒃶
dim9,𒈗𒃶
dim₁₁,𒈗𒄰
dim11,𒈗𒄰
adamen₂,𒈘
adamen2,𒈘
adamin₂,𒈘
adamin2,𒈘
dadrum,𒈘
gug₅,𒈙
gug5,𒈙
kukuₓ,𒈘
adamenₓ,𒈙
huluh,𒈛
lah₃,𒈛
lah3,𒈛
laha₃,𒈛
laha3,𒈛
lih₃,𒈛
lih3,𒈛
luh,𒈛
luhu,𒈛
nah,𒈛
rah,𒈛
rih,𒈛
ruh,𒈛
subur₂,𒈛
subur2,𒈛
sugal₇,𒈛
sugal7,𒈛
sukal,𒈛
sukkal,𒈛
šukal,𒈛
szukal,𒈛
šukkal,𒈛
szukkal,𒈛
bah₃,𒈜
bah3,𒈜
buh,𒈜
dunga₂,𒈜
dunga2,𒈜
dugaₓ,𒈜
ilumer₃,𒈜
ilumer3,𒈜
ka₅,𒈜
ka5,𒈜
kusun,𒈜
kušum₂,𒈜
kuszum2,𒈜
lab₂,𒈜
lab2,𒈜
leb,𒈜
lep,𒈜
lib,𒈜
libi,𒈜
lip,𒈜
lu₅,𒈜
lu5,𒈜
lub,𒈜
lul,𒈜
lulu,𒈜
lup,𒈜
nar,𒈜
nagar₃,𒈜
nagar3,𒈜
nari,𒈜
pah,𒈜
pan₂,𒈜
pan2,𒈜
pih,𒈜
puh,𒈜
sar₇,𒈜
sar7,𒈜
sulug,𒈜
sulun,𒈜
se₃₀,𒈜
se30,𒈜
šatam,𒈜
szatam,𒈜
šattam,𒈜
szattam,𒈜
šaṭam,𒈜
"szat,am",𒈜
še₁₁,𒈜
sze11,𒈜
tumga,𒈜
zulug,𒈜
zalag₃,𒈜
zalag3,𒈜
ka₁₀,𒈜𒀀
ka10,𒈜𒀀
tegi₂,𒈜𒁆
tegi2,𒈜𒁆
tigi₂,𒈜𒁆
tigi2,𒈜𒁆
tigu₂,𒈜𒁆
tigu2,𒈜𒁆
eger₅,𒈝
eger5,𒈝
egir₅,𒈝
egir5,𒈝
eŋir₅,𒈝
eŋir5,𒈝
gamₓ,𒈝
gu₁₅,𒈝
gu15,𒈝
gud₆,𒈝
gud6,𒈝
gum₂,𒈝
gum2,𒈝
gumu,𒈝
gun₅,𒈝
gun5,𒈝
guz,𒈝
hu₅,𒈝
hu5,𒈝
hum,𒈝
humu,𒈝
hus,𒈝
huz,𒈝
kunₓ,𒈝
kuŋₓ,𒈝
kus₂,𒈝
kus2,𒈝
kuṣ₂,𒈝
"kus,2",𒈝
lamₓ,𒈝
lu₄,𒈝
lu4,𒈝
lum,𒈝
luma,𒈝
lumu,𒈝
nim₄,𒈝
nim4,𒈝
nu₄,𒈝
nu4,𒈝
num₂,𒈝
num2,𒈝
qum₃,𒈝
qum3,𒈝
gugumu,𒈝𒈝
luhum,𒈝𒈝
gum₂-gum₂,𒈞
gum2-gum2,𒈞
gumgum,𒈞
gum₂-gum₂-kaš₄,𒈞𒁽
gum2-gum2-kasz4,𒈞𒁽
lugud₃,𒈟
lugud3,𒈟
guhšu₂,𒈞𒋙
guhszu2,𒈞𒋙
gum₂-gum₂-šu₂,𒈞𒋙
gum2-gum2-szu2,𒈞𒋙
gumgumšu,𒈞𒋙
gumgumszu,𒈞𒋙
ma,𒈠
peš₃,𒈠
pesz3,𒈠
pešše,𒈠
peszsze,𒈠
wa₆,𒈠
wa6,𒈠
širₓ,𒈡
szirₓ,𒈡
durba,𒈢
hašhur,𒈢
haszhur,𒈢
ma₂,𒈣
ma2,𒈣
delluₓ,𒈣𒆕
dilurₓ,𒈣𒆕
dirgulₓ,𒈣𒆕
targulₓ,𒈣𒆕
dellu,𒈣𒈮
dergul,𒈣𒈮
dilu,𒈣𒈮
dilur,𒈣𒈮
dimgul,𒈣𒈮
dirgul,𒈣𒈮
durgul,𒈣𒈮
targul,𒈣𒈮
sur₁₀,𒈣𒅊
sur10,𒈣𒅊
sura₁₀,𒈣𒅊
sura10,𒈣𒅊
surru₂,𒈣𒅊
surru2,𒈣𒅊
zur₃,𒈣𒅊
zur3,𒈣𒅊
al₆,𒈤
al6,𒈤
mah,𒈤
maha,𒈤
meh,𒈤
mih,𒈤
šutur,𒈤
szutur,𒈤
gar₇,𒈥
gar7,𒈥
ŋar₇,𒈥
ŋar7,𒈥
mar,𒈥
mara,𒈥
war₂,𒈥
war2,𒈥
amurrum,𒈥𒌅
ba₇,𒈦
ba7,𒈦
baš,𒈦
basz,𒈦
ma₇,𒈦
ma7,𒈦
mas,𒈦
maś,𒈦
maš,𒈦
masz,𒈦
maša,𒈦
masza,𒈦
maṣ,𒈦
"mas,",𒈦
naš,𒌋𒌋
nasz,𒌋𒌋
sa₉,𒈦
sa9,𒈦
til₉,𒈦
til9,𒈦
waš,𒈦
wasz,𒈦
zipah,𒈦
1/2(diš),𒈦
1/2(disz),𒈦
1/2(diš@c),𒈦
1/2(disz@c),𒈦
mašda₂,𒈦𒂗𒆕
maszda2,𒈦𒂗𒆕
dal₂,𒈦𒄘𒃼
dal2,𒈦𒄘𒃼
dalla,𒈦𒄘𒃼
mašda,𒈦𒆕
maszda,𒈦𒆕
mašda₃,𒈦𒆕𒂗
maszda3,𒈦𒆕𒂗
mašmin,𒈦𒌋𒌋
maszmin,𒈦𒌋𒌋
sagmin,𒈦𒌋𒌋
saŋmin,𒈦𒌋𒌋
maš₃,𒈦𒉺
masz3,𒈦𒉺
gidim₂,𒈦𒌋
gidim2,𒈦𒌋
giguru₂,𒈦𒌋
giguru2,𒈦𒌋
saŋgidim,𒈦𒌋𒌋
sagman,𒈦𒌋𒌋
saŋman,𒈦𒌋𒌋
saŋeš?,𒈦𒌋𒌋𒌋
saŋesz?,𒈦𒌋𒌋𒌋
emaš,𒈦.X
emasz,𒈦.X
eriₓ,𒍍
maš₂,𒈧
masz2,𒈧
mašaku,𒈧
maszaku,𒈧
maz₀,𒈧
maz0,𒈧
maz₂,𒈧
maz2,𒈧
ba₁₃,𒈨
ba13,𒈨
deš₄,𒈨
desz4,𒈨
diš₄,𒈨
disz4,𒈨
galₓ,𒍑𒆪
geₓ,𒈨
isib,𒈨
išib,𒈨
iszib,𒈨
ma₆,𒈨
ma6,𒈨
me,𒈨
men₂,𒈨
men2,𒈨
meš₂,𒈨
mesz2,𒈨
mi₃,𒈨
mi3,𒈨
sep,𒈨
sib,𒈨
sip,𒈨
šab₄,𒈨
szab4,𒈨
šeb,𒈨
szeb,𒈨
šep,𒈨
szep,𒈨
šib,𒈨
szib,𒈨
šip,𒈨
szip,𒈨
tuba,𒈨
kurku,𒈨𒀭𒊺𒉀
gašamₓ,𒈨𒉣𒋳
gaszamₓ,𒈨𒉣𒋳
eš₁₇,𒈨𒌍
esz17,𒈨𒌍
mes₃,𒈨𒌍
mes3,𒈨𒌍
meš,𒈨𒌍
mesz,𒈨𒌍
